"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CG13313",-2.91914425073819,0.805137965959381,-13.5314052265115,1.40581273045468e-09,1.02021838152997e-06,11.6290357176478
"ftz",-2.27506978077023,0.656746076479828,-13.2733166332598,1.81905280409943e-09,1.2601074879307e-06,11.4525681563747
"mia",-0.839262983233414,3.51506286008306,-13.1519129801324,2.05654964351474e-09,1.36268767683325e-06,12.0526705810792
"CAH5",1.16887820525365,2.77029998335177,12.6526751020149,3.44197936474266e-09,2.15787675933859e-06,11.544301240233
"CG34327",1.59757895712395,3.55189865697409,12.625971987747,3.53982408027984e-09,2.15787675933859e-06,11.5123241692511
"Mlc2",0.82588831320709,11.7946200066572,12.4116199933393,4.44115154865203e-09,2.6031980615945e-06,11.2711026091743
"Tm1",0.729001171854437,9.73952973800442,12.3589519537049,4.69807816442633e-09,2.6518041194762e-06,11.1830274797195
"Cpr76Bd",1.29395536564181,4.44087874993006,12.3048205652962,4.97868542199137e-09,2.69799626460261e-06,11.1329729545303
"CG44836",-1.78803147952917,1.19386201578648,-12.2762401951606,5.13398239327269e-09,2.69799626460261e-06,10.8931141674989
"lncRNA:CR43440",-1.7894504062524,1.85776762687431,-12.2286695186871,5.40400080266971e-09,2.74523240775622e-06,11.0125824892364
"lectin-37Db",1.63406169682014,3.86634775644162,12.1091303047357,6.15142289311447e-09,3.0241188674537e-06,10.9463231167883
"TpnC25D",1.03915108139367,5.36521495267271,12.0297670116107,6.70785186601974e-09,3.11747225909466e-06,10.7913875994973
"mthl14",-0.98363085114358,3.75815159210704,-12.0120905721195,6.83892558813175e-09,3.11747225909466e-06,10.84040472942
"CG18493",-1.14664163699549,5.71708979407303,-11.9967362836024,6.95499060427943e-09,3.11747225909466e-06,10.7487592435613
"CG32984",-1.04615749731834,2.35099940247456,-11.9265234694283,7.51306585469835e-09,3.16827557950983e-06,10.7674413234724
"Acp65Aa",2.5059906049798,3.51449681639221,12.6329685802666,7.63203981465614e-09,3.16827557950983e-06,10.8090960977131
"Ance-5",-1.33641466078319,4.69671398599941,-11.9051791511561,7.69200764054224e-09,3.16827557950983e-06,10.6813631612767
"PPO2",-1.37790314154377,5.51692886673548,-11.8375761557111,8.28929201672813e-09,3.32444237723518e-06,10.5757361614818
"Smvt",-0.967229899546423,6.27477214846336,-11.6730756618301,9.95842286355817e-09,3.89144524206735e-06,10.3698325880015
"Mal-A3",-0.848398068464837,6.30225973149294,-11.6046975693753,1.07542539764876e-08,4.09062019058623e-06,10.2901271665426
"Cpr97Eb",1.15822716661933,4.28236426615193,11.5842670059809,1.10049493316296e-08,4.09062019058623e-06,10.3319509317732
"Nepl18",-1.39266440881546,4.11614905544653,-11.5444026644542,1.15121644811394e-08,4.17727111172771e-06,10.2996582029618
"Efhc1.2",0.93268928080221,3.85126852684644,11.5090653841248,1.19825683644136e-08,4.24684515985263e-06,10.2634185583741
"Hsp83",0.719532208710453,9.29971732005708,11.4317947574706,1.30838273183356e-08,4.53176200753262e-06,10.1296189220406
"lncRNA:CR44643",1.15383508917198,3.60707321948841,11.2735360158572,1.56892460245746e-08,5.31342465365592e-06,10.0070490104599
"lncRNA:CR43458",4.34171416023959,-0.792140579020732,11.2440052612374,1.62337133406019e-08,5.37829981110375e-06,8.38335806700965
"lncRNA:CR46035",-0.855873749404146,2.88777961164224,-11.0841211374527,1.9551639707405e-08,6.33972317320961e-06,9.82272441812936
"acs",-1.27881007280718,3.86966803835573,-11.0559435375315,2.02075761214792e-08,6.35604515241826e-06,9.74004005026955
"Peritrophin-A",0.857882160532892,2.30556484737168,11.0463540766177,2.04361031803474e-08,6.35604515241826e-06,9.78887848910814
"lncRNA:CR44222",-2.27039937045185,0.269246399221326,-11.0224259866,2.10183878439375e-08,6.40640461483215e-06,9.24697835909878
"asRNA:CR43433",-1.73492585454743,1.04257033309111,-10.9882669101629,2.18803633660792e-08,6.53836740586366e-06,9.55739985491327
"CG4741",0.870725910387298,3.44021391979945,10.7651825921782,2.85186134935445e-08,8.22677775252166e-06,9.40973320400124
"asRNA:CR43160",-0.936924700179765,3.69661642401533,-10.7625057928954,2.86101850973522e-08,8.22677775252166e-06,9.3928791743534
"Sgp",-0.662976429426405,8.25770327154963,-10.7186614300581,3.01553410323013e-08,8.51050735800503e-06,9.24919758789517
"lncRNA:CR45979",1.1417950172474,1.55778915935791,10.6955965945231,3.10035276180705e-08,8.59079565271626e-06,9.34888948345723
"y",2.89784070037805,0.374548785907196,10.6355325957512,3.33333934709774e-08,8.96965335541306e-06,8.86953553971062
"CrzR",-0.67914802299543,4.63053780779022,-10.6302277688244,3.35479160930803e-08,8.96965335541306e-06,9.1695742553781
"Cbp53E",0.801936645612264,6.24977373159158,10.5197027449031,3.83674054629993e-08,1.00813665388984e-05,8.97889189002182
"Nep6",-0.776352819766223,4.78021587526871,-10.4877860005811,3.98920755083343e-08,1.03043259448646e-05,8.98439887092649
"Sfp51E",1.28852613129285,4.16627018976424,10.439472570989,4.23235741236553e-08,1.05928371792293e-05,8.96102629960016
"CG7322",-1.29475194201698,5.70651088950893,-10.5400158573753,4.26022121464785e-08,1.05928371792293e-05,8.901483669279
"CG9406",1.14325610702631,4.70801966892156,10.4247726510087,4.30942194955525e-08,1.05928371792293e-05,8.90932214877341
"obst-B",1.05599707693879,3.33502643273667,10.3888919349147,4.50384819724432e-08,1.08950232580958e-05,8.9562274800327
"CG15628",-0.719398820011633,7.54907475206919,-10.3210000899067,4.89765394694437e-08,1.16625384611613e-05,8.73451796729305
"lncRNA:CR44686",-1.91168366657284,1.7375054637161,-10.273282334035,5.19620840677168e-08,1.21476386141038e-05,8.84772715103444
"CG30427",0.679681469891857,6.59571885174666,10.2595820903401,5.28545004635484e-08,1.21476386141038e-05,8.64608648522425
"Srg2",-1.38502723877355,5.16012648326825,-10.4121178733735,5.4271251054427e-08,1.21476386141038e-05,8.68373319261889
"Cpr72Ec",-1.86116897818878,4.11635323049586,-10.7495889536031,5.48224380363108e-08,1.21476386141038e-05,8.78592954410161
"HLH54F",-1.69879421946788,0.170004086854492,-10.2197900460877,5.55399237717663e-08,1.21476386141038e-05,8.44108599822306
"CG7203",0.972493852880553,8.93968499769901,10.2160991813927,5.57962403534953e-08,1.21476386141038e-05,8.6320239096192
"retinin",0.846035756499851,7.65558005166725,10.195204843508,5.72711281151082e-08,1.22931266545669e-05,8.57615276761644
"CG5928",1.17365044606626,2.5841132723298,10.0838865826395,6.58577043992286e-08,1.39398807645034e-05,8.62048605622001
"lncRNA:CR45821",-1.25189673155576,2.2415569014153,-10.0357778840749,6.99820206039656e-08,1.46099451233484e-05,8.57610012200231
"lncRNA:CR46215",-1.83233435157632,0.328698318553362,-9.99096486424138,7.40707266068961e-08,1.52545658579608e-05,8.22557460073271
"lncRNA:CR46488",-1.33835024690931,1.94810158674392,-9.93414069736235,7.96229549000983e-08,1.61793844357e-05,8.45164753208191
"GstT2",1.05263106767338,2.39474311046317,9.8678414967077,8.66638306772005e-08,1.73783786779018e-05,8.35638951469922
"CG13043",2.06076995091801,-0.0707044534375489,9.83910757594748,8.99176942101363e-08,1.77765200191647e-05,7.92261148290951
"CG11248",0.61195988619414,5.03731358977066,9.82191390201544,9.19264519543907e-08,1.77765200191647e-05,8.10886641749411
"CG8249",-1.10019754685763,4.03447825678411,-9.82003672789936,9.21486273959326e-08,1.77765200191647e-05,8.17789158513284
"mas",1.67280002675333,1.12047493573439,9.76760042674942,9.85905382424177e-08,1.87814975351806e-05,8.18642675711728
"CG11892",0.741522704145086,7.03893473988995,9.75598552300717,1.00081018588329e-07,1.88300583121745e-05,7.98893182979394
"Cpr97Ea",1.61960755273559,1.13442309382305,9.7230516244529,1.04438590960685e-07,1.94102942224492e-05,8.1359903186091
"Cpr100A",1.29647066016262,5.23380480438528,9.86799424865488,1.05993583233269e-07,1.94619543189761e-05,7.98540682746897
"Scp1",1.38342592273338,9.53431184203862,9.8676941011498,1.11321662909452e-07,2.01969302707148e-05,7.96805765498193
"lncRNA:CR43387",2.86758919132406,0.193605224887927,9.64882964933837,1.15013417247116e-07,2.05985289434624e-05,7.77234311248849
"Acp62F",0.668992426879361,7.81476630979496,9.63959017190087,1.16407182114539e-07,2.05985289434624e-05,7.84664039300825
"CG45078",0.646298883274335,6.33067842285869,9.63184040597497,1.17590027433151e-07,2.05985289434624e-05,7.81972005501578
"lncRNA:CR44055",0.784632172209778,3.29908437301014,9.56171571603454,1.28890575910458e-07,2.23215042826748e-05,7.88551649424149
"Act79B",1.06097864450967,11.4775612039057,9.53629967519374,1.33265763271469e-07,2.25718934105359e-05,7.8025061434636
"lncRNA:CR45055",-1.65957869176365,1.77035822898714,-9.53485898745735,1.33518433555261e-07,2.25718934105359e-05,7.94288196247151
"hopper{}6534",-1.92275547219025,0.0580845772934443,-9.52771048832599,1.34779678501231e-07,2.25718934105359e-05,7.61045062230368
"lncRNA:CR31781",-1.05140860531859,7.96966955304658,-9.4394366387397,1.51437973016199e-07,2.50860294431181e-05,7.57711076001184
"CG5770",-2.33384521220748,2.06813060826534,-9.56586403319256,1.5719863799041e-07,2.57602929352027e-05,7.79936454990246
"CG15096",-1.04956992348691,6.29793024709615,-9.36795635433868,1.66523107490681e-07,2.69980016825317e-05,7.4630690304883
"l(2)k14505",0.644407937775462,4.05918953021183,9.34936804347092,1.70701314763364e-07,2.73840845999334e-05,7.5337560095241
"Swim",0.6441376725226,6.40523640329927,9.28006010117956,1.87285643978001e-07,2.93836796456813e-05,7.33728997098418
"fuss",-1.14049338957598,1.06911060051304,-9.27743018770892,1.8794760693966e-07,2.93836796456813e-05,7.57830956347472
"SmydA-4",0.771071383083792,3.1587417752129,9.27346571871251,1.88950170949919e-07,2.93836796456813e-05,7.51145217295775
"Adh",-0.670075574427091,11.5019688471738,-9.22508875929394,2.01650716258965e-07,3.10419890483497e-05,7.37685444075765
"Mlc1",0.707284667044177,10.5627266671475,9.15385368563414,2.22023604240963e-07,3.38363972863227e-05,7.25203676857159
"Cyp4aa1",-0.891273282123342,4.77973338740019,-9.08752490756673,2.42958886398931e-07,3.66603309774229e-05,7.12601814612562
"CG17806",0.936168776921039,1.46718634169285,9.06387088021692,2.50921913785778e-07,3.74906859421103e-05,7.32725908915316
"RR51477",-1.75932868092704,1.1450868782348,-9.04865696984515,2.56189232675031e-07,3.790605733949e-05,7.28106599780214
"lncRNA:CR46444",-1.2371816359757,1.26463387005439,-9.01219610996773,2.69294708379596e-07,3.92681798716473e-05,7.24966513427915
"Cpr49Ae",0.947840032103175,8.12073317137758,9.00880684440861,2.70548483367649e-07,3.92681798716473e-05,6.9807807310649
"TpnC41C",0.805016468120161,7.96107343372777,9.00141507864834,2.7330436174221e-07,3.9293947858031e-05,6.96749722071337
"CG12116",-0.655335832559993,6.29550906464092,-8.98052460256489,2.81254806903078e-07,4.00590958617094e-05,6.91717777319457
"CG10553",-0.622553892992989,5.99073372031832,-8.9312114914898,3.01009037846741e-07,4.24355940205731e-05,6.8508853943663
"CR44391",-0.995187380745678,4.1764543225447,-8.925215650787,3.03509169832183e-07,4.24355940205731e-05,6.93811794893093
"CG10560",-0.723331310857455,6.56895242906576,-8.90223254487587,3.13298027307232e-07,4.34060176014747e-05,6.80442327252519
"pdgy",-0.551491615836254,6.84660180176988,-8.84334311976633,3.39936068564825e-07,4.66723034678192e-05,6.71971556772821
"CR42545",-1.26811460205904,2.10843115341553,-8.83151669459724,3.45568868786508e-07,4.67897123048613e-05,6.99802663118809
"CG15533",-1.50097456646653,4.316344285917,-9.17821072576854,3.46931593861505e-07,4.67897123048613e-05,6.86314271521243
"Tace",0.773828745345958,2.9964405542988,8.78026457550376,3.71145639576793e-07,4.92206257422652e-05,6.83610572344538
"CG1208",-1.27057019606671,5.93966655354814,-9.07087126253207,3.73588347892093e-07,4.92206257422652e-05,6.69226015496798
"CG43402",0.820845089360043,4.39392661873496,8.7735439111558,3.74645182815142e-07,4.92206257422652e-05,6.69919153505877
"CG31091",-2.12817827379938,1.09612271063075,-8.74077551672756,3.92215190579836e-07,5.10885427729633e-05,6.86158616565772
"lncRNA:CR30121",-1.84891298765175,0.746605390577186,-8.72800331429823,3.99297681763867e-07,5.15703107634011e-05,6.80792052581756
"CG31326",-0.55231564913168,6.1776472808531,-8.7131350451195,4.07713227657414e-07,5.22147024327646e-05,6.53318417125136
"Gk2",-0.58397745855705,5.57496616168194,-8.70471108836414,4.12564307286362e-07,5.23956670253679e-05,6.53582731469666
"CG8630",0.550937592992009,6.92327241183058,8.69583739693984,4.17740448182533e-07,5.25549302361096e-05,6.5066689022187
"pug",-0.666421524803762,6.59440647039564,-8.69078990097978,4.20715320787754e-07,5.25549302361096e-05,6.49849581323677
"CG11131",1.16817387216049,2.15341189303116,8.63304563828518,4.56388087545528e-07,5.65475971885679e-05,6.71079869922476
"Clk",-0.600415152947734,6.56739384693261,-8.61976250578526,4.65038018698425e-07,5.71546726206774e-05,6.39429720628131
"lncRNA:CR44032",-1.10601453070728,1.72486857881288,-8.59575514952634,4.81114237192239e-07,5.84088113121179e-05,6.68621664601833
"lncRNA:CR46218",3.19588088972171,-0.78735015335171,8.59312991849866,4.82907495100188e-07,5.84088113121179e-05,6.11427394366368
"Ance",-0.744902921045644,7.53905136412701,-8.56480225159293,5.02713471335651e-07,5.95179306158897e-05,6.32494041765171
"lncRNA:CR44601",-1.10013850248621,1.46210319193964,-8.56385794325866,5.03388318033938e-07,5.95179306158897e-05,6.6474447613375
"CG13155",-0.977404542009499,3.44349622840941,-8.56329160762957,5.03793507181744e-07,5.95179306158897e-05,6.48872161782453
"CG8834",-1.05999219561486,6.80602136184584,-8.62462765614494,5.35463065626883e-07,6.22831197497406e-05,6.27315688030748
"CG14109",0.70680173144761,5.18074732245793,8.51882911405223,5.36706002737663e-07,6.22831197497406e-05,6.27848292545772
"lncRNA:CR45022",-1.66566246922444,0.473280498598815,-8.51524003954344,5.39460092320588e-07,6.22831197497406e-05,6.49549816151408
"BG642312",0.877623487081868,8.89872631564869,8.50945207966911,5.43933019361032e-07,6.23273625192641e-05,6.28051804192533
"CG32647",-0.522921769115291,7.02518482884873,-8.46976978498213,5.7567485065259e-07,6.54722740592946e-05,6.17525679176012
"lncRNA:CR46446",1.76596684819349,3.02336288237594,8.75887739959828,5.87509099883841e-07,6.61460270285196e-05,6.44042195903602
"CG42782",1.30769076399045,6.16383930033821,8.83503715263742,5.90279506291251e-07,6.61460270285196e-05,6.23240683859817
"Ser",-1.08110701563927,2.92462071455344,-8.4160119603994,6.21832293128089e-07,6.91731689581903e-05,6.33008696239953
"CG15136",-0.653492226953014,4.15733762585325,-8.4096786987159,6.27522263110549e-07,6.93002847087302e-05,6.18683163692105
"lncRNA:CR45587",3.04600407306691,-1.5047804156573,8.39068285871082,6.44921018172632e-07,7.07093260212296e-05,5.60697389176528
"CG10226",-0.658638097802138,5.27123236496395,-8.38140127156871,6.53606944500913e-07,7.11497845299566e-05,6.07221930299379
"Nep5",-0.648817890949104,3.9663208306512,-8.34826982501716,6.85634004360913e-07,7.4106824301137e-05,6.11440727430589
"lncRNA:CR45303",0.842092762961425,1.84156019684922,8.32465064923091,7.09475736070653e-07,7.61437339275828e-05,6.28982609959302
"Acp26Aa",0.616693280883729,9.0659299619109,8.30918448729558,7.25560986185963e-07,7.71898006843074e-05,5.98699545437257
"CG7800",-0.863302483539978,2.71088271137508,-8.30193003236138,7.33238135743573e-07,7.71898006843074e-05,6.18495160441801
"CG33127",-0.650723285623593,5.95179848637634,-8.30082281457417,7.34417394962243e-07,7.71898006843074e-05,5.92747909606238
"lncRNA:CR44419",1.03692572324445,1.52474397681749,8.25187278153749,7.88607282680101e-07,8.2317636904416e-05,6.20427875090509
"CG43055",-2.40015550830074,1.39878627353051,-8.35042145775443,8.03570462837107e-07,8.29276554473056e-05,6.20098830675857
"Tm2",0.542183785114887,10.2488138877066,8.23675655217798,8.06182859590428e-07,8.29276554473056e-05,5.91289922859686
"lncRNA:CR43874",-1.71668232526388,0.23770647061686,-8.23286377806541,8.10775633966439e-07,8.29276554473056e-05,6.08179618282784
"CG11630",-0.68940012066396,3.05442255185202,-8.22589684874304,8.1906447960031e-07,8.32169511273915e-05,6.02745403373769
"Pisd",-0.577499970695359,6.05656435852679,-8.21959162793452,8.2664322733394e-07,8.34307469176771e-05,5.80249425044739
"sosie",0.617220833933676,3.13322427258484,8.20787020003788,8.40929634791611e-07,8.43142607514747e-05,5.98671035658942
"CG43325",1.61257490875109,0.538575114292837,8.1859703966942,8.68324971435258e-07,8.64919775468845e-05,6.072881946941
"lncRNA:CR44942",4.14077094715205,0.246293916764802,8.53398623434322,8.78376211689036e-07,8.69250225074085e-05,5.90292463148577
"spab",0.965783159831185,2.49203701118186,8.1477578612039,9.18407861716713e-07,9.03002310487917e-05,5.97051357755823
"CG17562",-0.448795573814878,5.94502466466416,-8.09471216242786,9.93045490242822e-07,9.70129055852603e-05,5.61395255034926
"Ser6",-1.06389489267781,5.91932002650355,-8.22123292399616,1.0008358876661e-06,9.71512033632574e-05,5.64040202343613
"CG13676",0.929571360717423,2.43801609946222,8.05627693049356,1.05111179839876e-06,0.000101385720301248,5.84693833485198
"Obp19b",0.759168159163309,4.18532935954776,8.0484120661132,1.0634294086217e-06,0.000101928705581099,5.64030749893494
"CG12766",-1.14001925940923,3.36293152521463,-8.04387901594708,1.07059800889822e-06,0.000101974460347555,5.72911319332196
"HMS-Beagle{}577",2.75515527254932,-1.36214718861419,8.03870844722591,1.07883710170226e-06,0.00010212097782573,5.21838006099371
"lncRNA:CR44668",-3.43161096508914,-2.52824130265772,-8.02191986170618,1.10605362944154e-06,0.000104050971065982,4.31793563273915
"nebu",-0.503604767351324,6.71501347515752,-7.99082783846581,1.1583896331095e-06,0.000108305877353305,5.44737736566987
"lncRNA:CR44822",-0.848399456198714,2.57381562294103,-7.97710851467176,1.1823080150817e-06,0.000109868135060031,5.70924243460754
"Tsf1",-0.767122809459425,8.93297943009774,-7.95649696077134,1.21922690770107e-06,0.000112612230747663,5.4445543814637
"Nepl11",-0.717503562789201,5.991301163391,-7.94090549501401,1.24796122145813e-06,0.000114571861536276,5.37723627134077
"CG15534",-1.02150144282289,5.88245134636417,-8.03636925046018,1.26190513907963e-06,0.000114908720365623,5.39570972323453
"salt",-0.631860308552794,6.0245458633265,-7.93054562065187,1.26744846613503e-06,0.000114908720365623,5.36001773513921
"uif",-0.61593514046369,4.35411117202337,-7.9269691552438,1.2742502455243e-06,0.000114908720365623,5.44179206902147
"Obp83g",1.14125289841379,2.83594515485416,7.92253521671085,1.28273629326479e-06,0.000114993535937385,5.59952308514429
"CG42336",0.436264670508808,5.66049089433517,7.89302486101708,1.34075669146946e-06,0.000119444188157986,5.30889699884072
"ssp3",-0.43203381456761,6.42612523868434,-7.8894071293175,1.34805776661244e-06,0.000119444188157986,5.28999996989831
"Spag1",-0.577678417699385,5.39513297685528,-7.88234373877348,1.36243380924692e-06,0.000120020180652734,5.30440708558381
"Invadolysin",-0.670641802844198,6.24060589574863,-7.87060312268931,1.38668834055617e-06,0.000121360004176236,5.26361069941238
"GstD8",-1.39179331851781,1.99495585952165,-7.86422784187387,1.4000492517591e-06,0.000121360004176236,5.61302016168986
"CG15080",1.2897950033067,1.24447752693834,7.86352388833491,1.40153285662845e-06,0.000121360004176236,5.65113774990141
"wupA",0.518474291566528,9.4083309757133,7.83743690422753,1.45769824277776e-06,0.000125510289378153,5.27528723119374
"CG3984",-1.29734852002409,4.41905228708715,-8.09030590743271,1.46870158740519e-06,0.000125747259505928,5.36021348188713
"CG10508",-0.746011829693184,5.48757268602404,-7.82715248292441,1.48048877207311e-06,0.00012587854661079,5.21701401101948
"CG6125",-0.458704146069336,5.5516874668611,-7.82435427729006,1.48675448752902e-06,0.00012587854661079,5.20750141770359
"Mdr50",-1.10891500922549,4.40824701399488,-7.86985498653702,1.59023374749096e-06,0.000133223007678874,5.23866243396732
"lncRNA:Yu",1.12344899643885,2.60390645527817,7.77954894846284,1.59098342503642e-06,0.000133223007678874,5.40661409218973
"CG46281",-0.592613809270532,4.07698228472648,-7.76839122820066,1.61811945463654e-06,0.000134754866058256,5.21823343259
"CG10657",0.645659894029317,4.96297349461433,7.74953546869529,1.66509262983486e-06,0.000137913106949366,5.11791018000578
"lncRNA:CR45630",-1.59052736319577,2.04972678662134,-7.74526158294203,1.67593823688076e-06,0.000138061074216556,5.43157542339889
"armi",-0.471457558072532,3.88656682685249,-7.72779270546707,1.72104856340892e-06,0.000141014946808344,5.17001638778309
"alpha-Man-IIb",0.574878976418197,5.27243340410939,7.7135004489103,1.75890770603154e-06,0.00014334627507979,5.04379100142691
"CHOp24",0.586300529053042,5.07938678360112,7.70846639462212,1.77245080922685e-06,0.000143681650705411,5.04635586317248
"lncRNA:CR44505",-1.41465785888501,0.759187067793172,-7.68646443822751,1.83294591172392e-06,0.000147799448119961,5.38599071909478
"CG3587",0.760243596482251,3.02158754593798,7.68093435481201,1.84849081192291e-06,0.000148268420914238,5.19373477571678
"CG43740",0.670444573058446,2.81424076523756,7.66764129298061,1.88642853510628e-06,0.000150519219240941,5.20352032458007
"CG42369",-0.763872117901746,6.8371234910226,-7.65708389031455,1.91714336299667e-06,0.000152173254437861,4.92691618454357
"Ir68a",1.47247192336187,-1.109204767922,7.61549737480831,2.04335582927133e-06,0.000161350999161114,4.95307937246756
"CG1738",0.84338465233842,1.48433219847715,7.60380092569058,2.08041038602563e-06,0.000163430176716653,5.24389124916608
"mino",-0.48939593032048,7.14219536012726,-7.59688552827624,2.10265103296018e-06,0.000164330265345195,4.83326708159376
"Xxylt",0.576562950778553,4.17366620122939,7.5932375126752,2.11448426249655e-06,0.00016441193959412,4.92891413976125
"Sr-CII",0.969163670944651,1.81952440668693,7.58883387807969,2.12886208764536e-06,0.000164689635612768,5.1996466877843
"Eaf6",0.811376147632153,3.36657999216832,7.58179047056988,2.15207332813241e-06,0.000165644431922919,5.00242317820453
"Phyhd1",-0.493108089436959,4.97409532972477,-7.55722091393315,2.23515121337704e-06,0.000171174394431488,4.81423858684434
"gudu",-0.54255523652197,5.52211728697032,-7.52940835120198,2.33328877392883e-06,0.000177151553996874,4.74073959218206
"PGRP-SC2",-0.621170718254731,6.28841176170093,-7.52853370529744,2.33644766098239e-06,0.000177151553996874,4.72166680335191
"CG12017",-2.14494355865206,1.08478235629025,-7.54728090057374,2.35886229348228e-06,0.000177480079364814,5.1502473014834
"Myo31DF",-0.788626633144991,6.30085293192598,-7.52093765610033,2.36407192329772e-06,0.000177480079364814,4.71062776693428
"Him",1.7660171138539,-0.219095748498887,7.50958665414649,2.40599476326862e-06,0.000178629230913131,5.02792910772908
"CG42329",-1.13407072849189,3.18839961131675,-7.50917367147771,2.40753472701069e-06,0.000178629230913131,4.92302832939106
"CG5348",-0.691699340881652,3.39817611929997,-7.50729796443953,2.41454209764469e-06,0.000178629230913131,4.88198828691934
"CG8389",0.521176643186311,4.18025320219197,7.4949811388752,2.46109305900583e-06,0.000179917423491568,4.77051535390378
"CG13492",-1.21074349232849,7.19183033759573,-7.8551655308336,2.46629444094888e-06,0.000179917423491568,4.76002373581655
"Qsox1",-0.359022967168961,6.7218758894258,-7.49333874807561,2.46737149014027e-06,0.000179917423491568,4.66247993877848
"lncRNA:CR44241",1.36980390317751,0.196790036624534,7.48271772064025,2.50838242711162e-06,0.000181475725625006,5.05475813238033
"Jheh2",-0.559794500751151,7.07085779061172,-7.48164670257351,2.51255761856143e-06,0.000181475725625006,4.64761728441651
"Npc2g",-0.778978977967716,7.28962895678462,-7.47324669009879,2.54555867396372e-06,0.000182992048071731,4.6388554582125
"lncRNA:CR45358",-2.29173416942516,-1.34335547131,-7.45804475473936,2.60644860794356e-06,0.000186489562371173,4.58812592230776
"lncRNA:CR43280",-1.13866315343636,1.09634301681731,-7.45381569803447,2.62365908534948e-06,0.000186843759162272,5.04112227755888
"MnM",-0.612808662319834,5.79670768830098,-7.44765366204224,2.64895055353242e-06,0.000187767471794577,4.60228209824761
"CG2070",-0.865117578621926,3.96323741931327,-7.4267241587651,2.73678832232821e-06,0.000193095620519824,4.69027470656196
"CG42866",0.924915591656916,2.13450832227856,7.42226914666018,2.75587820245842e-06,0.000193546469149614,4.9015075546803
"sog",-0.497283075039128,6.4440732541487,-7.40724561337092,2.82129511965708e-06,0.000196597366672746,4.52410270327163
"lace",-0.598681956180662,4.91883281748595,-7.40637866315849,2.82511963919497e-06,0.000196597366672746,4.57606738650714
"Ccp84Ab",1.55291043439328,-0.0325839270000085,7.38749688618102,2.90978452624708e-06,0.000201568709909116,4.88215602665693
"pio",0.457629754393422,6.41381811106082,7.38077256996495,2.94057766984088e-06,0.000202780107187217,4.48085018713578
"CG18577",-0.827465070853818,2.33318582812679,-7.3760085727406,2.96260133394761e-06,0.000203378578060188,4.81314010183497
"CG11400",-0.576108935898753,5.52984819645582,-7.36943615537236,2.99327071738248e-06,0.000204562536918874,4.48312141529865
"CG3597",-0.577051893342548,4.82685556341775,-7.36412048368217,3.01832013485592e-06,0.000205353566317876,4.51338028656871
"CG31445",-0.392505846262241,5.94397743445981,-7.35222685235219,3.07517015943088e-06,0.000208073217414594,4.44115856806877
"Jhbp13",-0.636670064539003,7.45272620215819,-7.35006992345391,3.08560020575447e-06,0.000208073217414594,4.44221661380819
"Dic61B",-0.576577506983872,5.08527196436916,-7.33234311993086,3.172743886047e-06,0.000213007122569851,4.44338141201487
"Cyp4s3",-0.7439492269889,3.26721310515432,-7.31931613324601,3.23843320181055e-06,0.000216463692963126,4.59577206982113
"Cyp4d14",-0.682591698598935,3.81878877703568,-7.30429916371763,3.31593763642132e-06,0.000219748475541375,4.50638425441792
"CG2076",-0.550037277105602,6.76263471887662,-7.30420801171689,3.31641400095251e-06,0.000219748475541375,4.35665741393515
"AOX4",2.14514849678132,-0.458878065566237,7.29155825705235,3.38322599242813e-06,0.000223205039500453,4.65159421025053
"CG42514",-0.49856659648112,4.95720516016594,-7.27061527224383,3.49697314464133e-06,0.000227935064260227,4.35139592031885
"mmm",-0.516783346355216,4.51581355352637,-7.2698944787061,3.50095890633486e-06,0.000227935064260227,4.38035488492018
"Nepl10",-0.925250192192499,2.07351037520279,-7.26962820984824,3.5024324985592e-06,0.000227935064260227,4.67344022322424
"CG9331",-0.494259546430681,7.28892322652818,-7.26587305555464,3.5232840387895e-06,0.000227935064260227,4.30028317143324
"CG12204",-1.07383619948718,1.19891165139453,-7.26191349924791,3.54541215355066e-06,0.000227935064260227,4.74168558262
"PGRP-LB",-0.641636050254922,5.21326938069454,-7.26078122604997,3.5517667589981e-06,0.000227935064260227,4.32217402262929
"RpS28a",1.19559835444529,0.183027848814999,7.25926693189047,3.56028410518986e-06,0.000227935064260227,4.73027090547872
"Mccc1",0.578077853724004,4.54754574750573,7.25673520161692,3.57457220198125e-06,0.000227935064260227,4.35396723334808
"Nepl15",-0.872022278445222,5.53486650050156,-7.26203221183425,3.67583534263624e-06,0.000233159455621622,4.28054347666987
"CG18301",0.629306129689377,5.34399389965708,7.23716057278362,3.68710162761226e-06,0.000233159455621622,4.27256972447217
"lncRNA:CR44689",1.65483660710657,0.0124309948287066,7.22947417689493,3.73230262943605e-06,0.000235042529225642,4.65790668523387
"Hmbs",-0.366728170516239,6.48521587636832,-7.2243496699076,3.76276175877473e-06,0.000235985552278711,4.22470550023703
"Fbxo42",0.567097659400598,4.27639082589543,7.21613931088361,3.81210911214336e-06,0.000238100585528954,4.30860332959629
"Spn28Db",1.01343051014601,2.17760111186408,7.21225551634338,3.83568900105277e-06,0.000238102822535578,4.5634203003175
"CG1632",0.905692856895556,2.09031186962683,7.21099221042264,3.84339201730657e-06,0.000238102822535578,4.5722473897599
