"","logFC","AveExpr","t","P.Value","adj.P.Val","B","geneid"
"Med",0.0611352560171994,5.01285560209683,0.843400361810752,0.413054593317612,0.556632063149739,-7.04599875575981,"Med"
"CG12155",-0.0622556202689981,3.88677579501346,-0.843288906100979,0.41311485217249,0.556664044837202,-6.9111443879176,"CG12155"
"Eato",-0.0408527786413474,6.02400596799036,-0.843075561501999,0.413230213657465,0.556770264003162,-7.10508675539453,"Eato"
"CG18094",-0.0850270753823384,2.2634701799787,-0.842871394319742,0.413340632462892,0.556869805404391,-6.61252259255415,"CG18094"
"Fibp",0.0662082915942623,3.65177977297912,0.842596432880137,0.413489369218872,0.556983267709074,-6.87994096711937,"Fibp"
"Rab5",-0.0450042950793482,7.83316028308272,-0.842580580187862,0.413497945594519,0.556983267709074,-7.08375560867014,"Rab5"
"CG5958",-0.0495440579100391,5.81048294729256,-0.842467398604728,0.413559180718198,0.557016519146737,-7.09907644461963,"CG5958"
"asRNA:CR44046",0.103014817088089,3.52229672426235,0.841982915084317,0.41386633228494,0.557380956523726,-6.85899941563698,"asRNA:CR44046"
"CG11342",0.18893432937538,0.0935726274587763,0.841804320255542,0.413918048479775,0.557401348310663,-6.06226095949505,"CG11342"
"Clp",0.0711557117332007,1.91667095831482,0.841699836254115,0.413974615392854,0.557428268120436,-6.51028000065391,"Clp"
"RalGPS",-0.0684586793817596,4.86272542732049,-0.841625498670389,0.414014864333092,0.557433212513149,-7.03517940669251,"RalGPS"
"CG4594",-0.0751988067420681,2.49407815487139,-0.841419886563339,0.414126203215878,0.557529357216992,-6.65585096023449,"CG4594"
"CG18744",-0.191826608469271,2.20403355340107,-0.845375970566122,0.414159439176743,0.557529357216992,-6.56385465810569,"CG18744"
"CG15343",-0.108770177390625,1.59191423557817,-0.84119993569665,0.414245328277538,0.557595725397428,-6.42693160573712,"CG15343"
"Ids",-0.169088723718733,0.0774530390106862,-0.840883921531104,0.414416520424865,0.557724407914564,-6.02333837873042,"Ids"
"c12.1",0.0664420568925491,4.20131986908096,0.840806842330097,0.414458283040601,0.557724407914564,-6.9625055794294,"c12.1"
"tgy",0.101438178439462,1.71196088678676,0.840782355749237,0.41447155079873,0.557724407914564,-6.44249110161555,"tgy"
"CG6424",-0.0576740332952823,7.68906151672315,-0.84075326690246,0.414487312601073,0.557724407914564,-7.0912272957938,"CG6424"
"Vps11",-0.0609865812706616,3.09299165572057,-0.84052623422712,0.414610343846513,0.55784070276515,-6.78735946953011,"Vps11"
"CG34129",-0.0614114778170795,5.51078034824619,-0.83993282294532,0.414932032352948,0.558224238440936,-7.08744295725006,"CG34129"
"Sox21b",0.113451257924882,2.59634720486203,0.838729994578996,0.415584587871242,0.559028741281195,-6.67148977891178,"Sox21b"
"CG18622",-0.0897737380616921,2.63531886150507,-0.838695358753633,0.415603388367188,0.559028741281195,-6.69803627336913,"CG18622"
"Cndp2",-0.0432210354364691,5.90072767358299,-0.838071441406462,0.415942149158414,0.559391179514082,-7.10568032456565,"Cndp2"
"roo{}806",-0.299543464359385,-1.27930607048172,-0.838063891116409,0.415946249754172,0.559391179514082,-5.64532624625902,"roo{}806"
"CG31922",0.165043588433557,0.699470230833922,0.837535610274376,0.416233227115261,0.559727731512978,-6.16754265994736,"CG31922"
"Ac13E",-0.0478214044126253,5.99817963388683,-0.837428567942321,0.416291391377501,0.559756555901987,-7.10843671399065,"Ac13E"
"Unc-115b",0.196257216745932,5.05307693522768,0.847536549759103,0.416413016065182,0.559870698264965,-7.04613652586969,"Unc-115b"
"Ace",0.0771878793030173,6.35702344119293,0.836826742276279,0.416618508177012,0.560050212879462,-7.11503979041468,"Ace"
"Fmr1",0.0536329898467569,7.29672894202857,0.836823942416761,0.416620030407773,0.560050212879462,-7.10654624742032,"Fmr1"
"CG30461",-0.44759264680833,4.22715798508399,-0.850153420579086,0.416742722423893,0.560165733792568,-6.95915164090678,"CG30461"
"ema",-0.0469829024800234,5.20497915631174,-0.836460246904687,0.416817795725169,0.560217233164439,-7.07113011852493,"ema"
"melt",-0.0634445339952288,3.5197993325779,-0.836259951676959,0.416926735710006,0.560314237409215,-6.85912924227919,"melt"
"Cyp6a13",-0.0696716239502472,4.00309853032162,-0.835997505868322,0.417069507393971,0.560456687477657,-6.94037338781599,"Cyp6a13"
"CG45087",-0.101636892093749,7.59625379536304,-0.838247784982803,0.417338118740583,0.560662748056447,-7.09483202476645,"CG45087"
"CG4456",0.0933564783158756,5.13227304639742,0.836766170835142,0.417364249907361,0.560662748056447,-7.06672419961213,"CG4456"
"lncRNA:CR44678",-0.104398938511064,1.32804354111411,-0.835445324389053,0.417370000940625,0.560662748056447,-6.35148574571951,"lncRNA:CR44678"
"CG43169",-0.100280869521757,5.789312487538,-0.838058768644032,0.41738688339977,0.560662748056447,-7.10069035583687,"CG43169"
"CG13501",-0.0696739657787225,4.30941425849894,-0.835377732126465,0.417406793927063,0.560662748056447,-6.99115898125016,"CG13501"
"CG33003",-0.343475048038701,-2.26373539121537,-0.834742969428672,0.417752422338425,0.561048172019765,-5.47673165471481,"CG33003"
"CG11898",-0.0851925576706893,2.57389472201907,-0.834715532649857,0.417767365884533,0.561048172019765,-6.66664475768149,"CG11898"
"lncRNA:CR45878",-0.270864766648921,-1.66407007014262,-0.834578137244659,0.417842204068778,0.561099232532222,-5.61483648743516,"lncRNA:CR45878"
"dUTPase",0.112165198807568,1.39987491640557,0.833916429349238,0.418202753744699,0.561507166153781,-6.38952397367439,"dUTPase"
"Tssk",0.0525336108203732,7.09830486211348,0.833885383823283,0.418219674738292,0.561507166153781,-7.11212837123357,"Tssk"
"CG33981",-0.0541818583008632,7.00855609092551,-0.833600766226696,0.418374823000465,0.561665988594705,-7.11529697712398,"CG33981"
"Prosbeta4R1",-0.0678376148650068,3.59901622027377,-0.833338308426297,0.418517925005972,0.561808612445257,-6.89052976950023,"Prosbeta4R1"
"lin",0.0479087791229236,4.52563025727811,0.833223823681164,0.418580356463827,0.561842930465803,-7.007703457664,"lin"
"E(spl)m2-BFM",0.159565843059096,-0.0860107532976051,0.832864804510371,0.418776178213656,0.562056270891776,-5.93814920362974,"E(spl)m2-BFM"
"ast",0.0675382042106045,3.77438480726537,0.832555403351721,0.418944984497705,0.562220329456926,-6.91741759333746,"ast"
"lncRNA:CR44921",0.14910866489456,0.926461420066147,0.83250553387218,0.418972196958157,0.562220329456926,-6.26531657968039,"lncRNA:CR44921"
"jet",0.0779730610393405,2.78959555670485,0.832341765368807,0.419061569225166,0.562269073957042,-6.72917389974601,"jet"
"invader4{}511",-0.116672599604262,0.861358580995248,-0.832256434773126,0.419108141036352,0.562269073957042,-6.23135409158259,"invader4{}511"
"CG33932",1.34714995887223,2.55248791775863,0.845916164104215,0.419119204734383,0.562269073957042,-6.61841621537959,"CG33932"
"lncRNA:CR40469",0.272951600109704,6.83917417704737,0.844717482072617,0.419175109761055,0.562294575544273,-7.09611966631086,"lncRNA:CR40469"
"CG31103",0.0962268382610966,3.85256416801963,0.832077546162511,0.419280636988093,0.56235675087488,-6.93003018747916,"CG31103"
"CG18814",-0.103402534791374,0.49313341552914,-0.831913651084044,0.419295259855069,0.56235675087488,-6.13017108312011,"CG18814"
"CG11018",-0.0586540030116047,5.9532646164142,-0.831735969443894,0.419392274176841,0.562437368748246,-7.11344296787997,"CG11018"
"lncRNA:CR32027",-0.25471502908954,-1.32381167081772,-0.831615237684448,0.419458202168318,0.562454374785276,-5.65513492200193,"lncRNA:CR32027"
"Stoml2",0.0427437039302772,5.39389957755072,0.831577578747549,0.419478767966499,0.562454374785276,-7.08877294062592,"Stoml2"
"CG5707",-0.0523228535864736,4.34596633864523,-0.831081498311566,0.419749742193691,0.562768194865123,-6.99449540673273,"CG5707"
"Gr21a",-0.455800784770114,-2.24867455058373,-0.830821398585118,0.419891862162974,0.562901851442578,-5.41033901727175,"Gr21a"
"CG7544",-0.11335962517585,0.663043028764014,-0.830746435504649,0.419932828237414,0.562901851442578,-6.1640610916983,"CG7544"
"TTLL3B",0.0499102445960619,7.88039557625025,0.830696278680418,0.419960239560506,0.562901851442578,-7.09155830618929,"TTLL3B"
"CG6685",-0.0770000999410023,2.79940566790685,-0.830009070119181,0.420335924940072,0.563355861057664,-6.73254155779246,"CG6685"
"CG46427",-0.257961547998043,3.38936900007228,-0.839930421741831,0.420644974616878,0.563714812295877,-6.80795572211446,"CG46427"
"elg1",-0.0813163103469553,2.23116608512175,-0.829384188781772,0.420677727049935,0.563714812295877,-6.59145261383977,"elg1"
"Rpp25",0.0831050607454228,2.42700052859405,0.829062696711165,0.420853649593929,0.563875496295662,-6.62922747182422,"Rpp25"
"RunxB",0.238029650452537,-1.13254309861662,0.829029827613676,0.420871638475272,0.563875496295662,-5.71086443722946,"RunxB"
"Gpdh3",0.0516157565840523,9.41677558369104,0.828755178264374,0.421021970489471,0.563982848216042,-7.03033272372251,"Gpdh3"
"Secp43",0.0724447987344005,3.41891922454411,0.828748222063853,0.421025778487789,0.563982848216042,-6.8586721858502,"Secp43"
"CG34179",1.30219529821597,1.10168117598357,0.842124595842482,0.421123169794772,0.564063728921808,-6.38546016175953,"CG34179"
"asRNA:ASTR",0.137487073877509,2.40537768521701,0.829082723449068,0.421197243204076,0.564081066002271,-6.63152832527695,"asRNA:ASTR"
"CG9945",-0.0405193277322793,4.55784653476894,-0.828299743666603,0.421271334100491,0.564081066002271,-7.01798579139168,"CG9945"
"Smug",0.155248799348211,-0.0626736702326571,0.828287974041504,0.421277779584166,0.564081066002271,-5.97076352356903,"Smug"
"Phm",-0.0403504159275367,7.35148388849993,-0.8282763119843,0.421284166222956,0.564081066002271,-7.11181082229288,"Phm"
"mRpS35",-0.0600194815587604,4.21365687349011,-0.827775592278509,0.421558441059914,0.564398721053596,-6.98122793110066,"mRpS35"
"TotX",0.193376071110457,3.82744103482052,0.836296878331689,0.421678014660261,0.564509218501614,-6.92079877405328,"TotX"
"yellow-d",-0.0663574589281213,5.1792956450855,-0.827282734305465,0.421828522946504,0.564661105815083,-7.07543568197702,"yellow-d"
"WDR79",-0.0714952097248218,2.68402904233891,-0.827007125632335,0.421979603146557,0.564808410848939,-6.70264265647201,"WDR79"
"Mo25",-0.0416306597747077,6.07028729949185,-0.826946777913259,0.422012688604781,0.564808410848939,-7.11929739936509,"Mo25"
"lncRNA:CR45417",-0.256311269414326,-1.09277700868403,-0.826722898838048,0.422135444377168,0.564923092053744,-5.71675599812948,"lncRNA:CR45417"
"dop",-0.0463952444583171,7.36892150039356,-0.826645952084986,0.422177640629261,0.564929953743958,-7.11306951207876,"dop"
"CG10011",0.0598018012900492,5.33908520054559,0.826514219467441,0.42224988685437,0.564977021568094,-7.08679476663884,"CG10011"
"CG14442",-0.0670907115244936,5.70132170822263,-0.826219030641807,0.42241180667308,0.565144055280286,-7.10598988326817,"CG14442"
"norpA",0.10052101679891,7.95828166764929,0.827656445939904,0.423016333610096,0.565903171016316,-7.08888813846671,"norpA"
"Cdk8",0.0897495271592738,1.7390944370812,0.824933509458992,0.423117423487234,0.565973060343055,-6.46469114566658,"Cdk8"
"CG9849",0.0605769201393646,3.50377823720636,0.824887210552272,0.423142851020261,0.565973060343055,-6.86791732036008,"CG9849"
"CG11980",0.0660433137825809,3.44131288739672,0.82457993031019,0.423311635621782,0.566149129168579,-6.8639928799469,"CG11980"
"CG33773",-0.152956658373721,0.751849032932157,-0.824358312133488,0.423433394409406,0.566262278939921,-6.23679851632193,"CG33773"
"Ppa",-0.0657885674472094,5.2175097329516,-0.824147126222922,0.423549442775357,0.566367772913612,-7.08046571377776,"Ppa"
"lncRNA:CR46328",0.273010079905035,-2.22633538427281,0.824027470890558,0.4236152035073,0.566383339403661,-5.48496497604712,"lncRNA:CR46328"
"CG15362",-0.0558621088789876,4.53481098876633,-0.823990701994603,0.423635412458158,0.566383339403661,-7.02547056595598,"CG15362"
"CG15385",0.0670110761045537,3.20800108779926,0.823691601517318,0.423799827549622,0.5665534536716,-6.81952812129222,"CG15385"
"mus81",0.119339472455492,0.685036636745732,0.823458042095494,0.423928243599614,0.566675417284284,-6.1988831007723,"mus81"
"SK",0.0788171060744868,6.28984949782629,0.823493628194492,0.42398315450849,0.566699111972408,-7.12577732602593,"SK"
"CG7289",-0.0480286945709628,6.01961434841089,-0.823010407068359,0.424174433608231,0.566879159797225,-7.1215157561831,"CG7289"
"RpS2",0.0470337640094369,8.76605207034803,0.82294026025755,0.424213021304723,0.566879159797225,-7.06210482690305,"RpS2"
"Gem2",-0.0562808472214709,3.92642925869186,-0.822886685504845,0.424242494260276,0.566879159797225,-6.94144725465925,"Gem2"
"CG11698",-0.0887706463713928,2.56528651090534,-0.822842783858869,0.424266646761624,0.566879159797225,-6.68841679025981,"CG11698"
"1360{}1589",-0.646128148415785,-3.64046918609113,-0.826181580178424,0.424410648165254,0.566995876413584,-5.40624811353807,"1360{}1589"
"puf",-0.0376605595667238,7.22283100162194,-0.822548792189197,0.424428409325864,0.566995876413584,-7.11990327918925,"puf"
"RFeSP",-0.0600571984471583,9.82139572479682,-0.822360314079509,0.424532136363835,0.567084736452349,-7.01893641666757,"RFeSP"
"G2{}241",0.184744218960874,-0.691294135784818,0.822023562621659,0.424717505054261,0.567238442755437,-5.82684709553055,"G2{}241"
"CG11668",0.15171359834339,0.492154509203674,0.822016042787429,0.424721645031646,0.567238442755437,-6.12113239170503,"CG11668"
"Sfp77F",0.271594319616719,5.64617624646683,0.834219844204745,0.424770033845049,0.567253357500748,-7.09259136836551,"Sfp77F"
"Tdrd3",0.0479123878435756,4.43273830044065,0.821542295542276,0.424982515053247,0.567487385386094,-7.00731804451062,"Tdrd3"
"Gr77a",-0.190870562431778,-1.1136614387797,-0.821203371927043,0.425169207811843,0.567686939464911,-5.72708566574978,"Gr77a"
"diver2{}6509",0.181454545128559,0.32395982138923,0.820906778958093,0.425332626723828,0.567855386007108,-6.10994548416653,"diver2{}6509"
"Tango9",0.0456706842361683,5.99758059413785,0.820778428597036,0.425403358730617,0.567900068943115,-7.12385401580969,"Tango9"
"CG14683",-0.834376344047041,3.82232440380992,-0.833648516936846,0.425650937506744,0.568144503447805,-6.89541691689193,"CG14683"
"CG34332",0.149194419570116,1.02171298763311,0.820310993572955,0.425661019709123,0.568144503447805,-6.29542933332908,"CG34332"
"roo{}RR49033",0.256859368600488,-1.32611983464716,0.819982477269769,0.425842165917798,0.568336510078574,-5.68599527504002,"roo{}RR49033"
"pygo",-0.0451780599952484,5.75681564302423,-0.819609164275232,0.426048073888705,0.568561527676346,-7.11537985396149,"pygo"
"CG43997",-0.0884798138486072,2.46401492537784,-0.819406097191252,0.426160106496661,0.568631660787276,-6.67120884949906,"CG43997"
"lncRNA:CR45286",-0.1147330008051,1.15415109814403,-0.819378648841931,0.426175251280332,0.568631660787276,-6.3224730320936,"lncRNA:CR45286"
"Pif1B",-0.0445478154030297,9.61190507236743,-0.81903313505625,0.426365920262622,0.568836262348102,-7.03042052281856,"Pif1B"
"asRNA:CR42860",-0.0747648042112378,4.04616143493882,-0.818888334873057,0.426445843474268,0.56889308950874,-6.96737191979929,"asRNA:CR42860"
"HPS4",0.0574616145603777,5.0316113296599,0.818764092535976,0.426514427399021,0.568934781055675,-7.07206588151415,"HPS4"
"Spn77Bb",0.110675720570915,7.6716809401874,0.822325153890331,0.426681146760379,0.569107358360597,-7.10363825820708,"Spn77Bb"
"CG3494",0.0749662188056929,5.56394958348288,0.818227695978276,0.426810609467435,0.569230216879645,-7.11173352113097,"CG3494"
"CG34132",0.119604146348235,3.24859711320115,0.819609053262542,0.426944180159388,0.569358532169153,-6.84198700938092,"CG34132"
"Cpr31A",-0.132976413291158,1.67449426321014,-0.817370348876145,0.427284286801836,0.56976223036661,-6.45852959802984,"Cpr31A"
"CG11755",0.114347062897942,1.15863518172425,0.816809902618212,0.427594112333993,0.57012548311199,-6.34003146734999,"CG11755"
"Raf",0.0686194474462608,3.9836527535164,0.816311321872662,0.427869859335841,0.57043571217021,-6.95131458917885,"Raf"
"CG12391",-0.0611904495225662,4.14209589394067,-0.816208888109399,0.427926525964538,0.57043571217021,-6.97139121231723,"CG12391"
"17.6{}1213",-0.891416725211386,-2.38847834180302,-0.823284794327438,0.427958158301369,0.57043571217021,-5.3716122928739,"17.6{}1213"
"Nup43",0.0986033978491246,2.00402217818873,0.816118550865753,0.42797650478702,0.57043571217021,-6.5619846183413,"Nup43"
"lncRNA:CR43839",0.106800988993468,1.16398252658272,0.816029803799395,0.428025607517582,0.570451268786004,-6.33618557556696,"lncRNA:CR43839"
"Srp72",-0.0437188633859051,4.80249817249196,-0.815763269287708,0.428173099856252,0.570570134594663,-7.05329939244255,"Srp72"
"lncRNA:CR44408",0.16561757697076,-0.569256652062809,0.815733322016769,0.428189673842465,0.570570134594663,-5.86777655044357,"lncRNA:CR44408"
"CG33155",-0.284015723077434,4.94777882159126,-0.827504003295595,0.428382788611546,0.570747078349332,-7.04808516532332,"CG33155"
"Max",-0.0474374607886383,4.82232294471685,-0.815358113170012,0.428397364123229,0.570747078349332,-7.05380728832072,"Max"
"wam",-0.0531097733630863,6.45706837701205,-0.815059331563304,0.428562795925182,0.570917570795435,-7.13442575765902,"wam"
"Tapdelta",-0.0483640966970053,5.54476473135004,-0.814970487198671,0.42861199593551,0.570933206717697,-7.11196676529855,"Tapdelta"
"svr",-0.0549550098588229,6.8635930289982,-0.814689516613715,0.428767615104199,0.571090583306064,-7.13309070474746,"svr"
"CG12493",-0.059699246642738,5.3488854949987,-0.814061413818611,0.429115629670325,0.571504168153085,-7.10189805801444,"CG12493"
"BomT3",0.167978334055359,6.78426292531779,0.823120227047087,0.429168857834633,0.571525113019906,-7.120873748756,"BomT3"
"CR31562",-0.136600867365775,0.612693533062545,-0.813852760525166,0.429231279033607,0.571558295541475,-6.19050921487328,"CR31562"
"lncRNA:CR43941",0.188344318079575,-0.732750245253114,0.813457995354812,0.429450138783153,0.571799765425061,-5.82698898258812,"lncRNA:CR43941"
"CG46439",0.050234598181912,7.49471955440182,0.813089641265585,0.429654420945521,0.571997441914173,-7.11947703912457,"CG46439"
"asRNA:CR44147",-0.184894516159766,0.752159280157971,-0.813023370193651,0.429691180263837,0.571997441914173,-6.23659930035429,"asRNA:CR44147"
"Pgant2",-0.0772355299138989,4.06040645319994,-0.812964298822987,0.429723947750978,0.571997441914173,-6.96896449033299,"Pgant2"
"CG7924",-0.351623494396988,-2.04782162288234,-0.812897375708426,0.429761072624787,0.571997441914173,-5.56811653171037,"CG7924"
"EMC6",-0.0835382757263848,3.35728368474337,-0.812840549992754,0.429792597697759,0.571997441914173,-6.87260375001823,"EMC6"
"sip1",0.0573709810610291,3.56680208840723,0.812784309584658,0.429823799527632,0.571997441914173,-6.88905035792822,"sip1"
"CG15728",0.0842787753176999,3.80018287167507,0.812494822178628,0.429984428429532,0.572161240658872,-6.93695102748781,"CG15728"
"Nup160",-0.0470855679281534,5.46430493314472,-0.812181028886758,0.43015858768249,0.57234301346963,-7.10972231229464,"Nup160"
"Taf13",-0.0553936506297197,3.87301399964775,-0.812017897596907,0.43024914555676,0.572413529313402,-6.94256726335625,"Taf13"
"pon",-0.0995144173303071,1.16396609655513,-0.811812265405106,0.430363314130022,0.57251544233079,-6.31638955992765,"pon"
"POSH",0.0503727246417524,3.50044997879593,0.811578344738275,0.430493212390057,0.572638261047784,-6.87759182717263,"POSH"
"PolI",0.0580153718611731,4.04956644406708,0.811487528978152,0.430543650001912,0.572655369700571,-6.96709763480604,"PolI"
"Top3beta",-0.0487848397749181,4.33705043996794,-0.811284442199667,0.430656454892001,0.572734086234436,-7.00352371100798,"Top3beta"
"Vti1a",0.0688522167349758,2.87470780563995,0.811245668483401,0.430677993979438,0.572734086234436,-6.76331499028824,"Vti1a"
"Prx3",-0.0486075930344713,6.26511156324531,-0.810846366985497,0.4308998492534,0.572979120724354,-7.13565666613743,"Prx3"
"CG5612",0.0409422367859181,6.23568826683317,0.810494395679478,0.431095468428111,0.57318922865507,-7.13637469558663,"CG5612"
"ND-PDSW",-0.0569063116537432,8.04734294330071,-0.810413140385776,0.431140636738904,0.57319927627156,-7.10308823964412,"ND-PDSW"
"lncRNA:CR45967",-0.177414807224025,-1.06331037947491,-0.810199620455797,0.431259343014489,0.573307081955758,-5.74732539244048,"lncRNA:CR45967"
"CG17111",-0.0488610196039072,4.88841738897288,-0.810065961396273,0.431333661382224,0.573355865631496,-7.06616329356072,"CG17111"
"CG11906",0.070357128695821,3.31823386679176,0.809330959299123,0.431742491295203,0.573849255829313,-6.85067465396112,"CG11906"
"Nup62",-0.0507868738173447,5.02809349860459,-0.808949181171603,0.431954945826534,0.574019747301547,-7.07782881427393,"Nup62"
"lncRNA:CR45183",0.258797039014875,-1.62478340141652,0.808932696117612,0.431964121055934,0.574019747301547,-5.61635289561417,"lncRNA:CR45183"
"U4-U6-60K",0.0591743767973811,3.39299182043166,0.808897414183918,0.431983758648389,0.574019747301547,-6.8581640330861,"U4-U6-60K"
"Fip1",0.0669844175174315,3.96855183345908,0.808724005744593,0.432080284491745,0.574097954285458,-6.95508728354135,"Fip1"
"lncRNA:CR33218",0.100303876842085,5.29641821500059,0.810222811565117,0.432683639711665,0.57484950476905,-7.09947437852357,"lncRNA:CR33218"
"CG33665",-0.117066204598437,5.03535700674271,-0.81176734410941,0.43277090968875,0.574915329816645,-7.08099832098245,"CG33665"
"roo{}1707",0.195878575988081,-0.311462115651772,0.806837865204831,0.433131077987218,0.575343644079595,-5.95841434352706,"roo{}1707"
"pros",0.134466720161255,8.15602260526315,0.81279885126783,0.433233115566667,0.575429029217013,-7.09128182169434,"pros"
"gypsy10{}3099",0.0987905364656769,1.54478383613799,0.806560081989761,0.433285973057199,0.575449083171391,-6.44478913245189,"gypsy10{}3099"
"lncRNA:CR44983",0.205146317450529,-1.25252267280704,0.806432530891864,0.433357108898017,0.57549340707614,-5.72656286055929,"lncRNA:CR44983"
"Klp59C",-0.0614563324702556,7.46018003307217,-0.806282064180225,0.433441034513369,0.575554706454975,-7.12703154265486,"Klp59C"
"lncRNA:CR44068",-0.101353997457456,1.68435791183156,-0.805891593975199,0.433658875175351,0.575793801853315,-6.49082855157506,"lncRNA:CR44068"
"Ras64B",-0.0429139440333068,5.8069752405517,-0.805579827073494,0.433832858194043,0.575974628354144,-7.12909330876075,"Ras64B"
"CG31788",-0.0922571914116291,5.70495533115615,-0.807323848664773,0.433908397721688,0.575996016055481,-7.12531849307273,"CG31788"
"lncRNA:CR44901",-0.161740598361306,-0.588130216644939,-0.805401582712616,0.433932348418508,0.575996016055481,-5.85944068437217,"lncRNA:CR44901"
"pasi2",-0.0578522101769429,3.25426112087536,-0.805347832743331,0.433962352778808,0.575996016055481,-6.83920434666835,"pasi2"
"asRNA:CR45205",-0.19428276134104,-0.751407329631435,-0.804717527389282,0.434314301666802,0.57641295457651,-5.83405629878211,"asRNA:CR45205"
"roo{}927",-0.161666258406118,-0.767303309076344,-0.804427875362548,0.434476098411422,0.576553298491162,-5.80589205262695,"roo{}927"
"RR50446",0.126944559126696,1.63412858979878,0.804392769468709,0.434495710837992,0.576553298491162,-6.49772584850623,"RR50446"
"Acsf3",-0.0473691612971516,5.36063470526601,-0.804160571462675,0.434625445965814,0.576675239118841,-7.10840037300371,"Acsf3"
"CG14480",-0.116147861772949,6.02940947700657,-0.808591015159011,0.434794323781289,0.576819270674556,-7.12980076179716,"CG14480"
"CG6607",0.0582892765212509,3.56295300993544,0.803750458098462,0.43485464767743,0.576819270674556,-6.89345932772435,"CG6607"
"CG11977",0.068528172502029,2.8822285210491,0.803687221916432,0.43488999562309,0.576819270674556,-6.76982568752794,"CG11977"
"Ubi-p63E",0.0536436332292438,10.3870794138871,0.803675935921948,0.434896304494692,0.576819270674556,-7.00546401053427,"Ubi-p63E"
"roo{}1676",0.368634799102675,-0.941591765419187,0.805810206839821,0.434923244049956,0.576819270674556,-5.7989672540225,"roo{}1676"
"lncRNA:CR44621",-0.411053496113243,-3.21284791384652,-0.803437878261803,0.435029392393927,0.576863783158921,-5.44134181917255,"lncRNA:CR44621"
"CG13511",-0.628964585120388,0.704363871113903,-0.815155191266759,0.435032510488548,0.576863783158921,-6.23625979020534,"CG13511"
"OXA1L",-0.0560202936014381,5.77589396567569,-0.803253688241017,0.435132383077792,0.576946016887554,-7.13166269751279,"OXA1L"
"asRNA:CR44989",-0.298980363312439,-1.3573407467468,-0.802336475568541,0.435645479009267,0.577576085263265,-5.70450068948453,"asRNA:CR44989"
"CG1824",-0.0738637711555159,5.14628142814319,-0.802222676023328,0.435709166341403,0.577580961886751,-7.0935064155593,"CG1824"
"nau",0.0786238039352104,2.16066251610305,0.802194465204488,0.435724955302623,0.577580961886751,-6.60162447606401,"nau"
"por",0.117323719287413,1.5028699374894,0.802117420355998,0.435768077436992,0.577587884861694,-6.44748014633934,"por"
"asRNA:CR45926",-0.0768693033751602,1.87699135139551,-0.801992320415249,0.435838101902969,0.577630461170645,-6.53393183302255,"asRNA:CR45926"
"mldr",0.0891070376070644,1.96570455037823,0.801832673194729,0.435927474596966,0.577698670683284,-6.55409101687519,"mldr"
"CG15876",-0.0726748242163017,3.95318820246699,-0.801750756170143,0.435973337414806,0.577709213303335,-6.96206777997179,"CG15876"
"NitFhit",0.0423778560770432,5.07972871617412,0.80142560488435,0.436155410025184,0.577900230288976,-7.08968108095561,"NitFhit"
"3S18{}5052",0.219360000855954,-0.555584085129265,0.801244757483373,0.436256698867809,0.577923619768716,-5.86558291599662,"3S18{}5052"
"CG8814",-0.0486148040004108,6.55270252205606,-0.801208305466685,0.43627711669966,0.577923619768716,-7.14578446633901,"CG8814"
"NSD",0.0425276040987147,5.16610854877142,0.801175115727888,0.436295707766273,0.577923619768716,-7.09601647763587,"NSD"
"CG31709",0.0545152051904133,8.33793962543617,0.801123272284019,0.436324748625908,0.577923619768716,-7.09822790194183,"CG31709"
"CG17047",-0.154953522808266,-0.699992281608788,-0.8010551324558,0.436362920021395,0.577923950736601,-5.83041036516147,"CG17047"
"CG46317",-1.15003393223194,3.99712555221328,-0.813422037596213,0.436581579767405,0.578163301673206,-6.89075426191647,"CG46317"
"CG31495",0.096559634913085,1.44329720353196,0.800595562792023,0.43662042306383,0.578164501476476,-6.43513467897556,"CG31495"
"PIG-P",-2.0424919224577,-0.647230137727532,-0.813200632914783,0.436694436574488,0.578212268757184,-5.96313600354193,"PIG-P"
"CG13698",-0.0505769280093282,3.78852889028241,-0.800142094575376,0.43687460252343,0.578370821186613,-6.93952002142716,"CG13698"
"Rbp1",-0.0494130893265968,4.49220198046829,-0.800075466464853,0.436911957087696,0.578370821186613,-7.04080426052496,"Rbp1"
"ppk19",-0.28498865235164,-0.833125900462748,-0.800034325752371,0.43693502334676,0.578370821186613,-5.79022593595396,"ppk19"
"Ubc10",0.0585775008680374,6.38399701319148,0.799979102308233,0.436965986557918,0.578370821186613,-7.1459831969238,"Ubc10"
"vilya",-0.151897223527223,0.345704118514404,-0.799873543239968,0.437025176329523,0.578398930721836,-6.10345705645315,"vilya"
"CG42870",0.160225497794894,3.65179808832346,0.805745482120876,0.437095765183105,0.578442120648708,-6.90990945411451,"CG42870"
"Dpy-30L1",-0.0588960751490335,3.89829417877348,-0.799009197162634,0.43751003069692,0.578940077087875,-6.95360398031949,"Dpy-30L1"
"kirre",0.0841433576091463,3.89150056622675,0.798904543954044,0.437568759138378,0.578967519471165,-6.96371761987442,"kirre"
"SPARC",-0.0641686705475635,7.06737749798618,-0.798300858265202,0.437907628793715,0.579365592743833,-7.14233407647732,"SPARC"
"knrl",-0.0650781144648833,3.70125136137505,-0.798013615976449,0.438068926588296,0.579528684132433,-6.920876475011,"knrl"
