"","logFC","AveExpr","t","P.Value","adj.P.Val","B","geneid"
"Erk7",-0.102920751303566,7.1702129471999,-1.50674873045825,0.153901815964659,0.273969244541091,-6.35033655657344,"Erk7"
"CG44037",0.263237879845212,0.105838943573217,1.50668129422111,0.153918941716589,0.273969244541091,-5.28430839416614,"CG44037"
"Oxp",-0.354558183038808,-1.31466914372696,-1.50656399185148,0.153948735034136,0.273990274660776,-4.95726676899503,"Oxp"
"Duba",0.0880409791814155,7.71199817345393,1.50639967125425,0.153990478555629,0.274032565762236,-6.33409899247183,"Duba"
"CG45069",-1.23194490381899,3.26224576001513,-1.55326219525905,0.154047905287213,0.274092875736688,-5.93190631196031,"CG45069"
"CG18324",0.124108124059565,4.29844655759247,1.50612475232546,0.154060339472472,0.274092875736688,-6.22675023087772,"CG18324"
"CG31097",0.206412308031813,1.52361959146013,1.50595613761472,0.154103200140777,0.27412081944294,-5.66853380187707,"CG31097"
"mei-P26",0.13213479955631,8.07957297649465,1.50592144600011,0.15411201974981,0.27412081944294,-6.320916973177,"mei-P26"
"B-H2",0.16587001844498,2.59563704241046,1.50555765132975,0.154204532455806,0.274253363826173,-5.93004669081276,"B-H2"
"lncRNA:CR45464",-0.200328191072678,1.21892497829112,-1.50507738728282,0.154326734861491,0.274438674362791,-5.58727608363237,"lncRNA:CR45464"
"kappaB-Ras",0.818309200100405,2.75112712836358,1.5497369967082,0.154406699014271,0.274548838289288,-5.93116151731923,"kappaB-Ras"
"CG17738",0.322056522449138,0.620054489637324,1.50468411668342,0.15442686264918,0.27455265827969,-5.43617199013085,"CG17738"
"atms",-0.0932432150094355,4.3180106429585,-1.50438791898684,0.15450231151647,0.274654756504258,-6.22756750487028,"atms"
"lncRNA:CR45521",-0.446399129397739,-0.547587540894923,-1.50400692911228,0.154599404680475,0.274777898582884,-5.07993006185454,"lncRNA:CR45521"
"omd",0.0980809076286695,4.89941911293181,1.50397461126856,0.154607643067469,0.274777898582884,-6.29292332757355,"omd"
"CG7362",-0.0898336735629828,5.92927914093793,-1.50365944343103,0.154688004274236,0.274888664311958,-6.35365312168554,"CG7362"
"lncRNA:CR45561",0.371087751506381,-0.256151205949563,1.50353143542833,0.154720653677806,0.274914627731114,-5.18041306425773,"lncRNA:CR45561"
"Dis3l2",-0.0812863269862328,6.3177408180042,-1.50318941356136,0.154807917385063,0.275037614939189,-6.36107443697438,"Dis3l2"
"CG11180",0.198485951629463,2.65887191239134,1.50303843482294,0.154846451388735,0.275074008528304,-5.95592132879517,"CG11180"
"CG31886",0.086049615767481,4.43734510919943,1.50257619748567,0.154964477508221,0.275251589420196,-6.24213023582968,"CG31886"
"CG32720",-0.102232235928201,4.12805378995923,-1.50222175647323,0.155055030559917,0.275380336293337,-6.21101200380774,"CG32720"
"Bet5",0.0958358170885163,3.53172411934578,1.50215093336167,0.155073129877969,0.275380389109793,-6.11294642132951,"Bet5"
"CG2211",0.114765325024183,3.43999970987492,1.5020447600438,0.155100266507443,0.275396488590636,-6.11081658615582,"CG2211"
"spir",-0.105367506022308,8.09441563376842,-1.50155157492147,0.155226371123323,0.275588291696115,-6.3289649197016,"spir"
"asRNA:PS4",0.450475985139737,-0.856106257152872,1.50114968530897,0.155329195786942,0.275738723796505,-5.07344522169803,"asRNA:PS4"
"CG7011",-0.101654270416997,3.90384598194853,-1.50096205266785,0.155377221782314,0.275791854176853,-6.18109920716443,"CG7011"
"mbl",0.113267800063751,7.84719755842219,1.50062022880155,0.15546474630133,0.275915073207438,-6.33723419070908,"mbl"
"lncRNA:CR45568",-0.255373166717966,0.28953859678011,-1.5004620109323,0.155505272267125,0.275954861358987,-5.32197759110098,"lncRNA:CR45568"
"Uch-L5",-0.0857009242422385,6.20714017096343,-1.50011797529525,0.155593424317122,0.276079146186161,-6.36445291914795,"Uch-L5"
"CG43237",-0.16631986874952,3.32601077565738,-1.49985524202485,0.155660772614863,0.276166492974449,-6.0932698328099,"CG43237"
"CG33666",0.215843896522201,4.35813172755837,1.51140927885544,0.155764873002007,0.276307426511908,-6.23334742365169,"CG33666"
"Sfxn2",0.105242439957279,4.20986042548724,1.49940411519163,0.155776470379942,0.276307426511908,-6.22263455733236,"Sfxn2"
"Hf",-0.15052194645051,4.38397128823914,-1.49918374322827,0.155833014132217,0.276375553982892,-6.25097243848349,"Hf"
"Asap",-0.0900601464216902,5.48230618869284,-1.49853659182409,0.15599916211817,0.276638030100176,-6.3398284427331,"Asap"
"comm3",-0.144168848764619,3.47349533766664,-1.49791518502787,0.156158840666908,0.276888974027187,-6.1144590787169,"comm3"
"IFT20",0.795965047633099,-1.98131755163549,1.49857761944012,0.156315344129264,0.277134230401347,-4.82015739966482,"IFT20"
"CG34138",-0.393479446371656,-0.906623745670246,-1.49714291020684,0.156357478211158,0.277176685813429,-5.04945266347365,"CG34138"
"dsh",-0.0875024288220928,6.39503172096575,-1.49699882511203,0.156394561978335,0.277210179640594,-6.37020703123729,"dsh"
"Sclp",0.129924372045667,5.11875096089597,1.49643852218639,0.156538839705771,0.27743364543737,-6.31720939366911,"Sclp"
"CG7695",0.134697780001011,5.47926177502857,1.49615001935115,0.156613172665765,0.277533110630961,-6.34497558271261,"CG7695"
"msl-1",-0.106307067736142,4.39087785171345,-1.49578365242149,0.156707610118826,0.277668175585502,-6.24650410913551,"msl-1"
"Gyg",0.120744958886063,8.04755437855192,1.49570588961271,0.156727660992084,0.277671419846472,-6.3390866928482,"Gyg"
"Smg6",-0.0707124906683275,6.17037766362937,-1.49547989783594,0.156785944433595,0.277742391394628,-6.36994253970389,"Smg6"
"CG42634",3.36531462235614,-1.60713716873347,1.54155546645224,0.156842149017589,0.277797369239172,-5.01094590966299,"CG42634"
"lncRNA:CR44805",0.545805099618303,-1.35360573303146,1.49521829069794,0.156853435846659,0.277797369239172,-5.0150856259406,"lncRNA:CR44805"
"CG30122",-0.0904195568339859,6.44257433400262,-1.49497425003021,0.156916417334439,0.277876620982669,-6.37328373551463,"CG30122"
"asRNA:CR45828",-0.401432246734753,-1.11221526767226,-1.49484526627169,0.156949713766329,0.27790329241302,-4.99955797851709,"asRNA:CR45828"
"lncRNA:CR46254",0.231696959600111,1.41624269067088,1.4940363613809,0.15715866339025,0.278240942154672,-5.65339062747343,"lncRNA:CR46254"
"CG7099",-0.10210149718967,3.65542806668585,-1.49382361276422,0.157213657652162,0.278293873967387,-6.14789874699434,"CG7099"
"wrm2",3.78731264967317,-0.29329229037916,1.54033988916223,0.157225082339842,0.278293873967387,-5.22974267025224,"wrm2"
"CG4766",0.19802089175333,1.67401966547387,1.49366873247424,0.157253703460256,0.278312210049274,-5.72362937421653,"CG4766"
"CG11843",0.36267404517958,-0.52642947404602,1.49351900654891,0.157292424702225,0.278348415288193,-5.15064643396059,"CG11843"
"Tlk",0.103667809338967,6.49892888309749,1.49341764722569,0.157318642202467,0.2783624877703,-6.37585852217621,"Tlk"
"CG32750",0.213245394189849,1.51593325003112,1.49246881078255,0.157564245323908,0.278764696858179,-5.66980368384074,"CG32750"
"waw",-6.21990365472203,-2.56579983043364,-1.5385509623826,0.157621320378695,0.278833304999573,-4.66985229447802,"waw"
"lncRNA:CR32657",0.232589943747801,4.88399740837924,1.50970624565068,0.157679247530371,0.278903404406088,-6.29238039451597,"lncRNA:CR32657"
"Pex3",-0.0941570992401965,6.08309729076812,-1.49189469255772,0.157713010197552,0.278906645740289,-6.37261313747593,"Pex3"
"lncRNA:CR43485",0.199222789595466,1.6571611616427,1.49187667052655,0.157717681954712,0.278906645740289,-5.72124756352447,"lncRNA:CR43485"
"drd",-0.102891097978425,4.93139142619589,-1.49120505828605,0.157891863359682,0.279182271446984,-6.30850235325511,"drd"
"CG18304",0.100130722452579,6.02651775209449,1.49103215316302,0.157936732118483,0.279229210845206,-6.37238519179471,"CG18304"
"Hsc70-4",-0.0896000501343206,11.026755220295,-1.49074677585699,0.158010810742916,0.27930958180744,-6.21420174734134,"Hsc70-4"
"ND-B14.7",0.133921194980003,7.47131167917572,1.49071582760108,0.158018846085548,0.27930958180744,-6.36232903743123,"ND-B14.7"
"Shrm",-0.143097560862873,6.38003266690486,-1.49092355999663,0.158108127932079,0.279434984307652,-6.3776518177378,"Shrm"
"Cyp1",-0.0906191967449983,9.17227976364232,-1.4897826501652,0.158261295535377,0.279648814666257,-6.2992077831218,"Cyp1"
"CG14757",0.0825922358741909,6.75720489211449,1.48976526484838,0.158265815386907,0.279648814666257,-6.37949794100655,"CG14757"
"CG12702",0.144620587890075,3.10257990896996,1.48918770802191,0.15841603076148,0.279850905202671,-6.0595344776087,"CG12702"
"CG44006",-0.273985275874594,0.787435414892656,-1.48918431602069,0.158416913332247,0.279850905202671,-5.51985947979993,"CG44006"
"G4{}2383",-0.492818705644934,-1.71411142876567,-1.48896667188128,0.158473551170424,0.279918511803113,-4.88577616942209,"G4{}2383"
"Acbp3",-0.0942966809848225,6.43653553005489,-1.48861347834117,0.158565499377941,0.280048465699365,-6.38201223773592,"Acbp3"
"asRNA:CR45535",0.467062935959481,-1.18661729154083,1.48836920743576,0.158629117525857,0.280128360497573,-4.97363115754356,"asRNA:CR45535"
"PGRP-SA",0.12531812865654,2.55176584053981,1.48818155547897,0.158678004324026,0.280162316608261,-5.93930166559124,"PGRP-SA"
"FRG1",0.147235201993546,2.78145595199813,1.48815427416706,0.158685112661582,0.280162316608261,-5.99166462127304,"FRG1"
"wuc",-0.134290716711455,2.7420008320197,-1.48797249574341,0.158732483128099,0.280213488112155,-5.9784338219992,"wuc"
"CG4968",0.0825389633765267,6.40228215847549,1.4877894586125,0.158780193592943,0.280265247898594,-6.38331354222563,"CG4968"
"CG13950",0.145924192230223,2.32305933132622,1.48768253577183,0.158808069670152,0.280281989782643,-5.88832251646465,"CG13950"
"asRNA:CR45009",0.295880103220638,-0.0564707707256373,1.48703069257456,0.158978101889334,0.280549591569413,-5.27236375835443,"asRNA:CR45009"
"Cbp80",-0.0872089860726348,4.13635075084063,-1.48645076884637,0.159129502360798,0.280784255641838,-6.22772381107568,"Cbp80"
"Epg5",-0.103168423570968,5.82291869828491,-1.48617294825862,0.159202075706626,0.280879790897081,-6.37331649239975,"Epg5"
"CG5541",-0.0700760389996541,5.85491432952092,-1.48590530160999,0.159272017624953,0.280959494266904,-6.37507907208729,"CG5541"
"Doc{}1418",0.560905551692798,-2.01066504073081,1.4858589890101,0.159284122733993,0.280959494266904,-4.85244702343869,"Doc{}1418"
"olf186-M",0.170553192691681,4.64547945380043,1.48905151408451,0.159339639367004,0.281024893409692,-6.28739478543962,"olf186-M"
"Gp210",-0.0907865692734129,4.59602607378244,-1.48554195408691,0.159367009503786,0.281040641615101,-6.28983549861637,"Gp210"
"asRNA:CR43842",-0.251696045019946,0.305732133909884,-1.48521302408356,0.159453044388846,0.28113337254625,-5.37656328184646,"asRNA:CR43842"
"CG17681",-0.444156868931972,-0.28628285598361,-1.48519986272098,0.159456487683057,0.28113337254625,-5.19874096130953,"CG17681"
"CG18128",-0.112753648523294,4.49483132573824,-1.48460567176547,0.159612005706506,0.28137501063819,-6.2766813022961,"CG18128"
"CG43407",0.205234023550906,0.834944680774386,1.48409066635914,0.159746901281229,0.281580242369411,-5.51950438094186,"CG43407"
"bora",0.0996782434350567,4.13141039966922,1.48381860356859,0.159818201364381,0.281643675991248,-6.2324492483623,"bora"
"CG17601",0.449483937739965,-1.06779738198694,1.48371143430764,0.159846294765826,0.281643675991248,-5.05640652495968,"CG17601"
"Art9",-0.436196003196848,-0.623166230987704,-1.48370285256509,0.159848544566908,0.281643675991248,-5.14850416028158,"Art9"
"CG14835",0.111814255836985,5.36725829147156,1.48363175701344,0.159867184092293,0.281643675991248,-6.35768512710387,"CG14835"
"CG1602",0.163116399090016,1.592298876846,1.48360083597918,0.159875291404218,0.281643675991248,-5.71278980062412,"CG1602"
"bchs",-0.100854228425888,5.59715578800669,-1.48352910881528,0.159894099168223,0.281644252349019,-6.36640923456392,"bchs"
"CG14634",0.249116031853657,0.235029362710152,1.48260821596174,0.160135733618039,0.282037279595391,-5.35815589763503,"CG14634"
"Ns3",-0.123348943937393,3.42079080601642,-1.48241900996625,0.160185417534293,0.282058105364182,-6.12061831239983,"Ns3"
"CG42392",0.493658088660322,0.942058677280449,1.49626218615329,0.160198183718663,0.282058105364182,-5.49425916251808,"CG42392"
"CG3301",-0.30825596068158,6.7642085037399,-1.51373531199832,0.160205840898141,0.282058105364182,-6.34270358630859,"CG3301"
"CG13339",-0.115168530676546,3.01481357361483,-1.48228129248811,0.160221589116648,0.282058105364182,-6.04652258364712,"CG13339"
"Tep1",-0.432888980182677,-0.251499788089063,-1.48216326952152,0.160252593368327,0.282080101978899,-5.22656818260085,"Tep1"
"mon2",0.0734899035552715,5.98155164009078,1.48120965101238,0.16050329029425,0.282488756679105,-6.38572764954696,"mon2"
"cpb",-0.0860705571062618,5.24555802990374,-1.48111242826647,0.160528867641813,0.282501148136401,-6.34775699717351,"cpb"
"Shaw",0.146451052745718,4.58035312176862,1.48072946244816,0.160629651453028,0.282645870932241,-6.2922743656408,"Shaw"
"Prosalpha6T",-0.152003563917306,5.61465501056162,-1.48230993528376,0.16072762767704,0.282785620618574,-6.37061847372822,"Prosalpha6T"
"CG14635",-0.217829496537686,1.83567505818624,-1.48006949304287,0.160803457709227,0.282862035543984,-5.77164037420973,"CG14635"
"CG4998",0.319959024454337,-0.327012641244171,1.48005156693143,0.160808180836816,0.282862035543984,-5.2127239418659,"CG4998"
"vis",0.139573315678832,4.51992727641489,1.47990850519115,0.160845878554235,0.282895694075769,-6.28754491843389,"vis"
"CG11825",-0.243132737590396,1.05489814530514,-1.47961813794447,0.160922415002628,0.282997646508199,-5.53901745253091,"CG11825"
"chif",-0.10902660928757,5.48366340573668,-1.47946392521829,0.16096307555988,0.283036491465625,-6.36421484640181,"chif"
"asRNA:CR44907",0.561090724664104,-1.57286944356165,1.47872995821866,0.161156715165474,0.283311799675817,-4.97985200919299,"asRNA:CR44907"
"CG14655",-0.138374078956376,4.10077186400169,-1.47872954748607,0.161156823581999,0.283311799675817,-6.23147245351694,"CG14655"
"lncRNA:CR45298",-0.674699062035358,-1.74499905108569,-1.47824699985081,0.161284238510244,0.283503090530117,-4.90361070915538,"lncRNA:CR45298"
"McClintock{}1478",0.717462885070568,-0.922170044877365,1.48694122427375,0.161359955840573,0.283594715012201,-5.06581156466792,"McClintock{}1478"
"lncRNA:CR44319",-0.344713693583658,0.332384892298357,-1.47773887188858,0.161418498966893,0.283594715012201,-5.36057927395554,"lncRNA:CR44319"
"CG43049",-0.0982060525387268,4.10381274389986,-1.47771359717777,0.161425179636081,0.283594715012201,-6.24187383777364,"CG43049"
"LysRS",0.0849797761244408,5.18827994442737,1.47771124797161,0.161425800595365,0.283594715012201,-6.34928475614696,"LysRS"
"lbe",-0.286544442827628,0.173146713876775,-1.4776976068815,0.161429406347168,0.283594715012201,-5.340599867624,"lbe"
"lncRNA:CR44493",0.201336962663721,1.77928021070397,1.4775797859637,0.161460552777211,0.283616738626637,-5.79378931915015,"lncRNA:CR44493"
"CG6428",-0.109773653191481,3.56542046335245,-1.47733285273536,0.161525846878941,0.283635564253122,-6.15942390486657,"CG6428"
"Galt",-0.116339826285304,6.8678145461716,-1.47730610045959,0.161532922044131,0.283635564253122,-6.39628367540649,"Galt"
"Cyfip",-0.0764182680987352,5.28290075188523,-1.47726679139318,0.161543318569965,0.283635564253122,-6.35782372393996,"Cyfip"
"fru",0.112456252863753,5.85301630174232,1.47725773055992,0.161545715073301,0.283635564253122,-6.38597625247706,"fru"
"nuf",-0.0896430281617441,6.63961712621845,-1.47703531619812,0.1616045508644,0.283706180759528,-6.39838172343016,"nuf"
"lncRNA:CR46124",-0.397694591269647,-1.14622965064451,-1.47672200708061,0.16168746167871,0.283782503064674,-5.05428945131487,"lncRNA:CR46124"
"h-cup",0.121254547699782,6.24887794060061,1.47669885004121,0.16169359112532,0.283782503064674,-6.39650438775789,"h-cup"
"Pp1-87B",-0.095821968901165,7.79267891998235,-1.47665994925268,0.16170388822924,0.283782503064674,-6.37442315514071,"Pp1-87B"
"CG15356",0.112258509944348,4.10833167471167,1.47639974718744,0.161772778262749,0.283870712806481,-6.23298757395843,"CG15356"
"CG9171",-0.11162069216738,4.93719602464927,-1.47605871961011,0.161863104509636,0.283996513093122,-6.33296144462801,"CG9171"
"7SLRNA:CR32864",-2.69275389713785,2.14447090714489,-1.52123525744914,0.161893272195321,0.284016745511303,-5.65548284740419,"7SLRNA:CR32864"
"Tcs4",0.0932578810125375,3.24298889951227,1.47569121057896,0.161960491998773,0.2840776669126,-6.09871924561568,"Tcs4"
"Dnaaf3",-0.0857589276726536,4.99369984373775,-1.47567315177391,0.161965278727269,0.2840776669126,-6.33830282637044,"Dnaaf3"
"Hmg-2",0.112327239335599,2.78534950426878,1.47537374178618,0.162044658609543,0.284143263388728,-5.99842094768564,"Hmg-2"
"Transpac{}6617",-3.22529870127688,-0.777423548381421,-1.52057408920605,0.162046471841923,0.284143263388728,-5.33961693142257,"Transpac{}6617"
"Rab32",0.12562847727301,5.96594202687867,1.4753211245705,0.162058611901235,0.284143263388728,-6.392866838531,"Rab32"
"lncRNA:CR44576",0.472523047041454,-0.115406426140585,1.47678126814243,0.162134709774068,0.284243986765995,-5.28176034577907,"lncRNA:CR44576"
"lncRNA:CR43279",0.156034825546675,3.22536243208667,1.47477929037051,0.162202356626969,0.284329872900277,-6.09858584484552,"lncRNA:CR43279"
"asRNA:CR45832",0.297858676832391,-0.182317937476884,1.47449177581329,0.16227867547418,0.28443093895647,-5.24339248407152,"asRNA:CR45832"
"roo{}13",0.452463964906454,-0.237152484103221,1.47438704424129,0.162306483242259,0.284446964651797,-5.21512898402896,"roo{}13"
"zyd",0.196404257001924,2.69377972126097,1.4742927501295,0.162331523120736,0.284458136410258,-5.98672356812558,"zyd"
"412{}47",1.11680674595439,-2.48893367186168,1.49121725580456,0.162402513279346,0.284549816322974,-4.86377246687741,"412{}47"
"CG12730",0.159676932374388,3.00426416839089,1.47376176454459,0.162472587102196,0.284602599118959,-6.06163744631817,"CG12730"
"CG11350",1.94958371335591,-1.884310644849,1.51133432315262,0.162481895368279,0.284602599118959,-4.85745485677154,"CG11350"
"CG9588",0.100208343192487,4.11907660684649,1.47370127924091,0.162488662397248,0.284602599118959,-6.24687704860382,"CG9588"
"Gmer",0.110858402404905,3.10302074401699,1.47354124725824,0.162531200818558,0.284644392148336,-6.07116330748006,"Gmer"
"Agxt",0.0883259594628646,5.37515839039719,1.47325325829895,0.162607775196092,0.284745776627421,-6.36973421528658,"Agxt"
"vvl",-0.106750143805424,7.27773083457834,-1.47285439479065,0.162713880207294,0.284898843561484,-6.39442358143802,"vvl"
"msd5",0.181981312756777,1.65874914194501,1.47225886121733,0.162872410790321,0.285143657719069,-5.76157285515002,"msd5"
"ATPsynC",-0.188307105903547,12.7508986184184,-1.47350118912128,0.162945548592468,0.285238934131544,-6.15363073726412,"ATPsynC"
"CG17019",-0.0794142044854887,4.5800239665354,-1.47190079038248,0.162967791112227,0.285245105840167,-6.3014575580465,"CG17019"
